index,pca1,pca2,pca3,cluster
0,0.16525032942476756,-0.7344667779733575,0.044636266508454765,0
1,1.0758180689534358,-0.6677640399081529,-0.11328831514781909,0
2,1.818391704216535,-0.5312216456878072,-0.08134560158705474,0
3,1.8913721272771615,-0.3335034857514353,-0.24151453282929666,0
4,1.8629106847723702,-0.08284007326403749,-0.3530575697968514,0
5,1.626409953873392,0.32005766261415375,-0.39655516038276173,0
6,0.7007567919154835,1.6933809017549053,-0.9994280056220846,0
7,0.6298825693548259,2.1419733182866745,-1.3939379966569483,0
8,0.47279535394563293,2.1822122521018104,-1.3450232465767145,0
9,0.10781792377938251,1.5319278708917567,-0.6759251037587191,2
10,0.12175091516386012,0.8220008249113042,-0.4168733413393167,2
11,0.3540429116586036,0.2852402512022974,-0.6209801259468236,0
12,0.6372667661661506,-0.10805830852206982,-0.825310837232038,0
13,1.0028820700205479,-0.3139414924840711,-0.8125915917293043,0
14,1.2340739086849268,-0.4325326361589997,-0.5583035941229683,0
15,1.181014328277788,-0.5759931010152525,-0.28663791676123423,0
16,0.9447013691087729,-0.7209550912611254,-0.08073152908180865,0
17,0.46949893359085726,-0.8763062771920945,0.03630664059424362,0
18,-0.054059125394728985,-0.9870000072477063,0.06190893033070024,2
19,-0.3306830669669537,-1.0239077674824109,0.07747640459718905,2
20,-0.5010257658838059,-1.0386169247158106,0.08163494832542127,2
21,-0.604639183862041,-1.047570130498784,0.07613114463834204,2
22,-0.6673550313367883,-1.062146639327358,0.08889250501587448,2
23,-0.6548270574930519,-1.0579018487345657,0.10037169178768393,2
24,-0.45046009691202343,-1.013763558935506,0.11783994192387079,2
25,0.18813387564346168,-0.8854269440898551,0.16221993661013714,0
26,0.7509285839994426,-0.6594789884646438,0.07980764194795842,0
27,0.6060066878598013,-0.2003474334334475,-0.39671394794818376,0
28,0.42087114819833243,0.08562190559253034,-0.600964351747581,0
29,0.02925447820408872,0.30634814415084116,-0.7392635946108979,2
30,-1.0339427273072057,0.4029263095022702,-0.4952513409865031,2
31,-1.317420168573226,0.46667084855350344,-0.34645299334679497,2
32,-1.2691260176798873,0.6058319646508546,-0.43345818691259075,2
33,-0.8176155965114658,0.5826338641807658,-0.7386999116515751,2
34,-0.18270682208762523,0.26369469600724915,-1.1183720247215039,2
35,0.2559719402948616,-0.10885657576113164,-1.2604346985892438,0
36,0.4494438258496549,-0.3108290726712382,-0.9955054201774268,0
37,0.7369146167400171,-0.4049415067772179,-0.7701563423834603,0
38,0.8846537627159524,-0.5008183945850688,-0.58629870848797,0
39,0.7317929477564903,-0.6173566009099912,-0.4345672495695964,0
40,0.3924689363233461,-0.7051193162308996,-0.4135956459828809,0
41,-0.3089171541356123,-0.7830419243900195,-0.5039670623332502,2
42,-1.0524932035092982,-0.8527832766746724,-0.5677145670568652,2
43,-1.3903336710866852,-0.8638077011656877,-0.4733856373628834,2
44,-1.5259689087259811,-0.7816678515462393,-0.3959329115496726,2
45,-1.6506801797745565,-0.6503052801339698,-0.2834236434539874,2
46,-1.7442826591297707,-0.600716525601474,-0.19169494827396527,2
47,-1.7602479421224302,-0.6055855406660787,-0.1868321845699032,2
48,-1.5872255556026025,-0.6361445130345943,-0.33248497762195506,2
49,-1.194533638887011,-0.679748151706089,-0.6049676223952453,2
50,-0.9922985950191999,-0.6163690945187978,-0.5686065445848788,2
51,-0.920084054737284,-0.42874000377593297,-0.4763000127323492,2
52,-0.8908542146796187,-0.1981006615875553,-0.4584607966919837,2
53,-1.0145060563954273,0.06243181327518768,-0.4029098056290308,2
54,-1.5862242996475688,0.20337068541741465,-0.09289500630318406,2
55,-1.7683994398248803,0.29042911587764836,0.0929242294757135,2
56,-1.7451861327099223,0.4058375532076616,0.14493909979813557,2
57,-1.400264735043094,0.4022522616663355,-0.04839753598515416,2
58,-0.8994400272577647,0.18274503548318594,-0.4503464849088363,2
59,-0.4454578511700817,-0.17756610453975163,-0.9843633255194665,2
60,-0.14878222132208196,-0.382997349176117,-1.1720657223091981,2
61,-0.08282109930703352,-0.4014399922089588,-1.0452556390131242,2
62,-0.2121207949661951,-0.3729567670598882,-0.8165031686341071,2
63,-0.35345722574868776,-0.37974271432510354,-0.6160964270314788,2
64,-0.40101904328133914,-0.46972912774137315,-0.525942599986379,2
65,-0.6321155916436481,-0.6129895404103185,-0.4042283810548293,2
66,-1.0787112246895916,-0.717000855739037,-0.1993834079355051,2
67,-1.453688350378177,-0.7277803387914509,0.035729438425981336,2
68,-1.6251659692635942,-0.7240213957267807,0.15027008305885017,2
69,-1.7041192484129566,-0.7302740891558508,0.2088663104658472,2
70,-1.7265199864758316,-0.7180045306340865,0.24726503787268436,2
71,-1.6731354191445111,-0.6794121125480554,0.2723752819148111,2
72,-1.4746019042125038,-0.612744741898664,0.2299863041386007,2
73,-1.0782723790382347,-0.6056013449941068,0.011980968094543406,2
74,-0.832992638226346,-0.5643070080507565,-0.0970079714027579,2
75,-0.8261140427426362,-0.34028789534810583,-0.0068682640008918385,2
76,-0.876785418939856,-0.030947080029268038,0.08826932395117151,2
77,-1.0561142143799496,0.3586275736424756,0.26164772977862033,2
78,-1.721441140677039,0.5428382879008026,0.5216011306867573,2
79,-1.9249531820462418,0.6127632353828261,0.6417206910831827,2
80,-1.8991350049478493,0.7678968318174636,0.6835048399580484,2
81,-1.029210624279587,0.5657864076322895,0.11751849824191923,2
82,0.2184959959883789,0.05936233259157628,-0.6920047252686337,0
83,1.1740249769476834,-0.34530862522835537,-1.0273457081758968,0
84,1.930537774315865,-0.4012733388535268,-0.8224658906418778,0
85,2.210112856068615,-0.3847671212267621,-0.7475166732483168,0
86,1.6880044021468836,-0.4254434679648916,-0.7924621371348952,0
87,0.7302549868254801,-0.4323773368545911,-0.7692592916696367,0
88,0.4522076695227748,-0.49412512755561877,-0.5816897222958409,0
89,0.03573531253702829,-0.647544257313691,-0.42764721989931526,2
90,-0.6094456361764549,-0.7845953005851056,-0.22674790516892568,2
91,-1.0239384778448866,-0.8279443758347017,-0.08273337444882184,2
92,-1.2562942166674878,-0.8575780309310204,-0.0017821453310958718,2
93,-1.425366940315093,-0.8680945384825351,0.06275521207017151,2
94,-1.5320836658115744,-0.8778400092116413,0.0920481539115825,2
95,-1.5852675767556248,-0.8619942422673824,0.10049734284310585,2
96,-1.4228871947119741,-0.8409174938384957,-0.004373344722679738,2
97,-0.9035245491214481,-0.8535879567837594,-0.28725294135548984,2
98,-0.4459427321944182,-0.7776481106091955,-0.258971566023177,2
99,-0.07958847892166837,-0.5568144007852768,-0.17197154033549383,2
100,0.27264215800247976,-0.17164960050882244,-0.20082714101274599,0
101,0.3471792241100668,0.4258316415790966,-0.15620050174247208,0
102,-1.1875252244559826,0.9015434805564965,0.2879449891792879,2
103,-1.4978470544447544,0.9656866446782856,0.4964723225850028,2
104,-1.5032636374087718,1.104490659885357,0.5153402405412507,2
105,-0.3390810838274143,0.7229912752288575,-0.2381364362992385,2
106,1.2772423348603832,0.20278460673323717,-1.028956949569422,0
107,2.6239670550894134,0.061835633991831625,-1.2066151430158694,0
108,3.947441257827507,0.3284722047444459,-1.2135978343044609,0
109,4.8779998834169325,0.5243966254545279,-1.1561363424466675,1
110,4.982325588011564,0.39998614268747196,-0.8364812763854295,1
111,4.781622952037384,0.1639816756362991,-0.4210335671652035,1
112,4.830173590850481,0.1060090341353721,-0.1992110457632441,1
113,4.5327550865816475,-0.02867705012181361,-0.0480527250458832,1
114,3.4905315696072607,-0.35904873683653515,0.1089388025591571,0
115,2.4749598687524133,-0.6483821631158915,0.2666730336187604,0
116,1.6618681500012638,-0.8616147842104721,0.36480727242763616,0
117,1.0466023313973358,-0.9718502451094656,0.3315020405173457,0
118,0.5908205655375517,-1.0371337335705437,0.24340279409818713,0
119,0.2530865205969344,-1.0920742247451767,0.18321991990277267,0
120,0.25018131092317053,-0.9743449705457196,-0.011479103646585562,0
121,1.0993904868319515,-0.8600700675829809,0.11766241089738473,0
122,1.9542001661600237,-0.7969834256606569,0.352051807101537,0
123,2.285966649903451,-0.550448056911074,0.1774172779203793,0
124,2.5511144110088244,-0.049681683339365956,-0.2370768768037193,0
125,2.4319022470172564,0.7404402220992795,-0.36742852861682784,0
126,-0.5852979057311483,1.441522870727475,0.17076556720435937,2
127,-1.1303897481501528,1.4851906036524596,0.5093228663156607,2
128,-1.2425962195695102,1.5802638829333662,0.5945076695908464,2
129,0.0076955622343047635,1.1910422308468782,-0.2230160501580587,2
130,1.8819854862496974,0.48958194441381037,-1.1981205289753423,0
131,3.232615130128326,0.06067239514104964,-1.1887280305388919,0
132,4.387464796799654,0.018250068630906592,-0.8023114807944177,1
133,4.9736399187571205,-0.06528400389218418,-0.39003818183173444,1
134,4.865120463879516,-0.26646970712797413,0.01921320723539471,1
135,4.488436646524284,-0.5571938882859883,0.5114843986071946,1
136,4.2894598951047955,-0.8030290447698148,1.0057874769174349,1
137,3.5340544131823224,-1.090869695358581,1.2883627243437175,0
138,2.2700720691471328,-1.2909116595632832,1.1861481675436296,0
139,1.4175585469450924,-1.3035313106606836,0.9672647087013972,0
140,0.9028234890199268,-1.2822950027191546,0.814861257051954,0
141,0.5429025794377597,-1.2550398829675906,0.6925472416611073,0
142,0.2510441828230809,-1.246659058721519,0.5966196391729357,0
143,0.06816523831850378,-1.2203730756720685,0.5025709967216592,0
144,0.13923430075600607,-1.1037635040664293,0.3565813302285212,0
145,0.9548052388312385,-0.9990245527555324,0.4903954989315024,0
146,1.727464061925096,-0.953524638211483,0.7068413484174519,0
147,2.0577826500141505,-0.721156349045278,0.5228009692771174,0
148,2.457744456296627,-0.2194938113753436,0.07786066836021356,0
149,2.5865706354100078,0.6035180390827644,-0.12429510097977921,0
150,-0.08115851616363164,2.0177059970488433,0.48300370289373756,2
151,-0.7626872268352406,2.015523640397396,0.9208377785757237,2
152,-0.9916283810353735,2.0621564851115464,1.1192004482270224,2
153,0.3673331838094814,1.4155475437854965,0.18018525067406907,0
154,2.3333194694182264,0.5167250717802342,-0.95404855891313,0
155,3.799076161393158,0.09780258415579808,-1.0329874171198867,0
156,5.184216015292582,0.17015424901802254,-0.7341579133006684,1
157,5.909342410118898,0.09307722510687129,-0.3949984915162329,1
158,5.609465956590064,-0.2265618249393943,0.0736849861037215,1
159,4.8927970275660835,-0.5781673950998779,0.572729825920199,1
160,4.510688118509579,-0.8250072788270832,1.0280011249476924,1
161,3.8169556082890495,-1.0670619703907727,1.2851981593844075,0
162,2.719895332543213,-1.2585902496844683,1.283197421716304,0
163,2.0166736696009955,-1.3064330813757365,1.2105954305995577,0
164,1.568859536591116,-1.3414458733641055,1.2170543394083146,0
165,1.2089319513019576,-1.3671883883934557,1.2064054149063221,0
166,0.9122174942246367,-1.3897230400875922,1.1782523634081923,0
167,0.7351734979268306,-1.3720958864953254,1.0899250241335314,0
168,0.7857380736842711,-1.2601060609948573,0.9303744792682463,0
169,1.4082609293815143,-1.16983734889837,1.0008769764366876,0
170,1.7696935577896102,-1.1185678761231865,1.0228119577490182,0
171,1.3217762387275422,-0.6679432408506271,0.37829790333263374,0
172,1.2467177805781617,-0.16327270108171874,0.3140202989877287,0
173,0.9181219123975987,0.5293082491164022,0.532358935385801,0
174,-0.9874576480832365,1.5252032368186539,1.2322747247164136,2
175,-1.384542286274583,1.4549292372020384,1.2769942007662216,2
176,-1.491702373368988,1.3886067546600718,1.1716419304786445,2
177,-1.0544116122579936,1.2030982143877256,0.7051282716271494,2
178,-0.30877901477539405,0.7765267363622981,-0.025431243854669928,2
179,0.36398187335105103,0.24470318390958626,-0.8075852356870539,0
180,0.8896019100942666,-0.0893756990807669,-1.2115994215698733,0
181,1.0063936364175805,-0.184636152349002,-1.0866449958036197,0
182,0.8015645696601018,-0.26197192412997866,-0.8444312878527288,0
183,0.5695904543386575,-0.3579626052160223,-0.6564486700846142,0
184,0.4459954560888296,-0.48919540191368854,-0.569720505181997,0
185,0.06380325084880575,-0.674327533424679,-0.4216259897146681,0
186,-0.5135193438721568,-0.8094407878592492,-0.22903422781389385,2
187,-0.8546499525718556,-0.8398190281773394,-0.06872368194716089,2
188,-1.0024395006708915,-0.8552275329184765,0.04397382430246485,2
189,-1.0483227545578753,-0.8856914227107763,0.12467287593577389,2
190,-1.012798443044059,-0.9487862051582454,0.15146071108175854,2
191,-0.8742476493215242,-1.0240263664209035,0.12542732218680447,2
192,-0.46603721334228965,-1.051938473020207,0.15479087511936412,2
193,0.33310365974650086,-0.9997535790122906,0.3890611044533337,0
194,1.0072333699611793,-0.9436582000513752,0.5852107828778436,0
195,1.1351262182673272,-0.7674373595466732,0.4863542502286575,0
196,1.64794032520767,-0.4372656209376345,0.27766240520146585,0
197,2.3127384830074202,0.17488767526266136,-0.10463516547384008,0
198,0.3639410042882675,1.6020689829326669,-0.25529488031549086,0
199,-0.06846846218694595,1.880816070716135,0.15400242839331132,2
200,-0.033601499314131505,2.202426496525202,0.15565194663779588,2
201,1.5250640401577467,1.7171681372027003,-0.7277941018612976,0
202,3.6760719708551974,1.01770144942541,-1.4331655131520828,0
203,5.601108836989411,1.0244750220556937,-1.4280768595429676,1
204,7.33835227912979,1.4232741946381067,-1.3221727068184035,1
205,8.414402289174484,1.4028602054524513,-0.8523424794188692,1
206,8.68779710986974,0.8293527080738302,0.048342631686193925,1
207,8.815341932653109,0.16143435052697458,0.9936742699950146,1
208,8.823835504304528,-0.20173162660941765,1.589717868282275,1
209,7.365638639137523,-0.5930858674387717,1.8258861764156555,1
